Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Otago,Total,Total,Total,Fluorinated gases,2024,50.21,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2007,6091.92,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2007,1524.85,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2007,3712.3,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2007,790.96,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2007,63.8,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2008,5910.52,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2008,1453.34,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2008,3595.75,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2008,799.95,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2008,61.48,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2009,6035.1,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2009,1370.98,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2009,3759.55,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2009,832.26,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2009,72.33,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2010,6270.8,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2010,1532.51,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2010,3806.67,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2010,861.91,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2010,69.73,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2011,6208.53,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2011,1573.49,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2011,3720.74,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2011,853.95,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2011,60.38,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2012,6494.73,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2012,1587.85,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2012,3945.1,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2012,889.05,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2012,72.75,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2013,6476.63,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2013,1546.84,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2013,3973.19,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2013,882.9,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2013,73.72,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2014,6637.2,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2014,1598.53,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2014,4023.3,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2014,918.39,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2014,96.99,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2015,6611.58,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2015,1603.38,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2015,3996.24,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2015,929.49,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2015,82.5,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2016,6520.23,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2016,1579.48,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2016,3946.91,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2016,921.09,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2016,72.78,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2017,6696.13,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2017,1608.25,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2017,4061.86,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2017,942.34,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2017,83.69,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2018,6579.21,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2018,1690.2,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2018,3886.13,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2018,908.79,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2018,94.1,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2019,6629.18,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2019,1747.24,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2019,3865.94,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2019,907.03,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2019,108.99,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2020,6657.85,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2020,1679.47,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2020,3928.62,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2020,941.99,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2020,107.77,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2021,6601.07,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2021,1700.37,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2021,3921.19,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2021,903.63,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2021,75.9,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2022,6409.94,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2022,1682.88,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2022,3761.1,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2022,886.45,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2022,79.54,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2023,6495.76,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2023,1623.67,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2023,3871.84,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2023,916.71,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2023,83.56,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide equivalents,2024,6342.57,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Carbon dioxide,2024,1558.61,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Methane,2024,3802.37,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Nitrous oxide,2024,906.22,Kilotonnes,Carbon dioxide equivalents
Southland,Total,Total,Total,Fluorinated gases,2024,75.23,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2007,6489.09,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2007,3347.51,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2007,2750.89,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2007,365.25,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2007,25.48,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2008,5896.15,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2008,3079.91,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2008,2418.34,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2008,370.15,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2008,27.79,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2009,5784.71,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2009,2937.02,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2009,2450.53,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2009,367.61,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2009,29.59,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2010,6536.05,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2010,3363.74,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2010,2745.8,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2010,395.81,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2010,30.75,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2011,6328.48,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2011,3044.19,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2011,2854.64,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2011,399.16,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2011,30.52,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2012,6529.33,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2012,3529.76,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2012,2586.12,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2012,381.02,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2012,32.46,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2013,6071.38,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2013,3183.13,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2013,2465.35,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2013,390.08,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2013,32.86,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2014,6539,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2014,3506.38,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2014,2594.84,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2014,404.02,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2014,33.77,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2015,6188,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2015,3200.86,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2015,2562.76,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2015,390.7,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2015,33.69,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2016,6182.69,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2016,3333.37,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2016,2434.77,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2016,381.37,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2016,33.2,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2017,6660.25,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2017,3759.18,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2017,2474.2,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2017,393.53,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2017,33.37,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2018,6290.81,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2018,3467.23,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2018,2399.77,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2018,391.06,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2018,32.78,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2019,6270.85,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2019,3382.66,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2019,2451.25,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2019,405.98,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2019,30.99,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2020,6041.05,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2020,3168.63,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2020,2425.99,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2020,415.21,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2020,31.24,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2021,5502.09,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2021,2666.18,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2021,2402.31,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2021,400.23,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2021,33.4,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2022,5573.57,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2022,2795.53,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2022,2362.74,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2022,384.62,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2022,30.72,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2023,5773.53,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2023,3127.1,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2023,2253.95,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2023,368.88,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2023,23.64,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide equivalents,2024,5095.18,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Carbon dioxide,2024,2504.23,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Methane,2024,2204.06,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Nitrous oxide,2024,367.02,Kilotonnes,Carbon dioxide equivalents
Taranaki,Total,Total,Total,Fluorinated gases,2024,20.15,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide equivalents,2007,825.85,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide,2007,306.32,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Methane,2007,440.66,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Nitrous oxide,2007,71.31,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Fluorinated gases,2007,7.55,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide equivalents,2008,821.81,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide,2008,304.63,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Methane,2008,435.78,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Nitrous oxide,2008,72.61,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Fluorinated gases,2008,8.79,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide equivalents,2009,853.39,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide,2009,299.26,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Methane,2009,466.48,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Nitrous oxide,2009,78.62,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Fluorinated gases,2009,9.02,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide equivalents,2010,842.64,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide,2010,312.08,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Methane,2010,445.07,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Nitrous oxide,2010,76.55,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Fluorinated gases,2010,8.95,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide equivalents,2011,816.96,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Carbon dioxide,2011,322.41,Kilotonnes,Carbon dioxide equivalents
Tasman,Total,Total,Total,Methane,2011,413.53,Kilotonnes,Carbon dioxide equivalents
